"storm","location","city","wind","city_radius","normaldays","normalstart","cityimpactday","day","days_after_storm","totaldisplacement","avgdisplacement","posts","radius_of_gyration","centroid"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"10.44810","1.74134","6","0.68889","0101000020E6100000555555B5FA3F5F40555555D5ED792640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"21.09940","4.21988","5","1.40559","0101000020E6100000333333F33A405F409A9999195B5D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"6.23681","1.55920","4","0.62855","0101000020E6100000000000401D405F40000000F0B66D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"3.90458","1.30153","3","0.07822","0101000020E61000005555559505405F4000000080367B2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"0.83133","0.41566","2","0.27111","0101000020E6100000000000705B405F4000000080C2652640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"5.47795","2.73897","2","1.36943","0101000020E6100000000000C0FF3F5F40000000A03A752640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"5.18412","2.59206","2","0.14267","0101000020E61000000000000021405F4000000040287B2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"5.54825","2.77413","2","1.40039","0101000020E6100000000000F05C405F40000000F0B1702640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"5.34330","2.67165","2","1.33582","0101000020E610000000000090983F5F4000000010387C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-05",-3,"0.42071","0.21036","2","0.18142","0101000020E6100000000000F0E23F5F4000000070C7682640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"6.96576","0.63325","11","0.05273","0101000020E6100000A38B2EBA36405F405D74D1851C652640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"21.50130","3.07162","7","0.81538","0101000020E6100000B76DDBF64C405F40B76DDBF61F5D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"1.97100","0.39420","5","0.07632","0101000020E61000006666662605405F400000004066642640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"3.30115","0.66023","5","0.16297","0101000020E6100000CDCCCCACD03F5F400000006006652640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"7.47135","2.49045","3","0.01134","0101000020E6100000000000E0AC415F4055555595E2732640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"0.48384","0.24192","2","0.12096","0101000020E610000000000050F93F5F40000000008D7D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"5.11824","2.55912","2","1.29554","0101000020E610000000000080FB3F5F400000005042742640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-06",-2,"2.44111","1.22056","2","0.45433","0101000020E6100000000000A046405F4000000080CD692640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"3.36264","0.42033","8","0.02807","0101000020E6100000000000D437405F400000004C64642640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"3.11248","1.03749","3","0.10075","0101000020E61000005555553514405F4055555595437D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"5.13484","1.71161","3","0.02246","0101000020E6100000000000C0E23F5F40555555551B6A2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"1.30991","0.43664","3","0.01000","0101000020E6100000000000C00E405F400000008062782640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"1.15783","0.38594","3","0.12193","0101000020E6100000ABAAAA0A973D5F4000000000C9812640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"2.13995","0.71332","3","0.28023","0101000020E6100000ABAAAAEA2F405F40555555F5377C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"6.89398","3.44699","2","0.09860","0101000020E6100000000000E0E03E5F4000000080C3792640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"5.08103","2.54051","2","2.47416","0101000020E610000000000060B6405F40000000508F712640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"1.40309","0.70154","2","0.35185","0101000020E610000000000060FB3F5F40000000D08B7C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"0.41983","0.20992","2","0.09418","0101000020E6100000000000B024405F40000000C0BE7B2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"5.42364","2.71182","2","0.47109","0101000020E610000000000050BF3F5F40000000E03A692640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"13.54470","6.77236","2","4.72199","0101000020E6100000000000F0963F5F40000000608C682640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-07",-1,"7.59966","3.79983","2","1.19792","0101000020E6100000000000F021405F40000000C02F762640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-08",0,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-09",1,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-10",2,"0.07143","0.03571","2","0.01786","0101000020E6100000000000807E405F40000000309C7C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-11",3,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-12",4,"3.89301","1.94650","2","0.13825","0101000020E6100000000000504E405F4000000070F97F2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-13",5,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-14",6,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-15",7,"1.48917","0.24819","6","0.04826","0101000020E61000005555557533405F40555555F5C57F2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-16",8,"1.76876","0.88438","2","0.46205","0101000020E6100000000000B06E405F40000000C0A37E2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-16",8,"4.40222","2.20111","2","0.86754","0101000020E6100000000000104E405F40000000D0E0782640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-17",9,NULL,NULL,"0","0",NULL
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-18",10,"2.62566","0.87522","3","0.24531","0101000020E6100000ABAAAAEA2C405F40555555B5F57E2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-18",10,"11.76670","5.88336","2","2.16710","0101000020E610000000000040C03E5F40000000C0697E2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-19",11,"7.08684","2.36228","3","0.86740","0101000020E6100000ABAAAACAB1405F40000000E0D1782640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-20",12,"3.81328","0.95332","4","0.48874","0101000020E6100000000000E0E03F5F4000000048657C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-20",12,"0.87084","0.21771","4","0.12588","0101000020E61000000000001831405F4000000060A37B2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-21",13,"2.02281","0.67427","3","0.31991","0101000020E6100000000000E042405F40555555F5177F2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-21",13,"2.01650","0.67217","3","0.20820","0101000020E61000005555553533405F40ABAAAA6A2E7D2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-21",13,"0.69749","0.34874","2","0.17477","0101000020E6100000000000506C405F40000000A0F07C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-22",14,"1.64633","0.32927","5","0.18358","0101000020E6100000666666E63E405F4000000080587C2640"
"Haiyan","Tacloban - Haiyan 2013-11-08 00:00:00+00","Tacloban",230,"11",4,"2013-10-28 00:00:00+00","2013-11-08 00:00:00+00","2013-11-23",15,NULL,NULL,"0","0",NULL
